afwijking_GHG,afwijking_GLG,afwijking_DYN,Bodemtype (categorie),GVG (cmNAP),Start stijghoogte (cmNAP),GHG (cmNAP),GLG (cmNAP),C (d),Landgebruik (categorie),kD (m/d),T (m2/d),AHN (mNAP),Wortelzone (m),Buis,X,Y
,,,36.0,0.3648979961872101,-2.451977014541626,0.088823102414608,1.2192000150680542,2356.975830078125,16.0,0.0,1.0,-203.8000030517578,20.0,B31D1624001,118110.0,462406.0
,,,321.0,0.40831100940704346,-1.241873264312744,0.08580330014228821,1.4483400583267212,2426.179443359375,1.0,0.0,1.0,-67.19999694824219,20.0,B38E1914001,120269.0,439347.0
,,,332.0,0.4237070083618164,-0.8597436547279358,0.2290720045566559,0.9522460103034972,393.6646423339844,11.0,0.0,1.0,2.799999952316284,100.0,B38E1626001,129855.0,445933.0
,,,323.0,0.6862069964408875,0.6909117102622986,0.27193599939346313,2.093290090560913,1700.2100830078125,2.0,0.0,1.0,170.6999969482422,60.0,B38E1906001,125763.0,441834.0
,,,322.0,1.3088200092315674,-0.5007433295249939,0.9494119882583618,2.4964599609375,3302.89111328125,1.0,0.0,1.0,17.899999618530273,35.0,B38E1907001,124859.0,442041.0
,,,322.0,1.3088200092315674,-0.5007433295249939,0.9494119882583618,2.4964599609375,3302.89111328125,1.0,0.0,1.0,17.899999618530273,35.0,B38E1907002,124859.0,442041.0
,,,322.0,1.3088200092315674,-0.5007433295249939,0.9494119882583618,2.4964599609375,3302.89111328125,1.0,0.0,1.0,17.899999618530273,35.0,B38E1908001,124847.0,442079.0
,,,317.0,1.4576200246810913,-0.40937086939811707,1.180609941482544,2.315690040588379,2825.67724609375,1.0,0.0,1.0,10.899999618530273,20.0,B38E1909001,124064.0,442085.0
,,,253.0,2.6598598957061768,-1.2805625200271606,2.418020009994507,3.37719988822937,399.6688232421875,13.0,0.0,1.0,157.3000030517578,30.0,B38E1911001,120852.0,439402.0
,,,253.0,2.6598598957061768,-1.2805625200271606,2.418020009994507,3.37719988822937,399.6688232421875,13.0,0.0,1.0,157.3000030517578,30.0,B38E1911002,120852.0,439402.0
,,,253.0,2.6598598957061768,-1.2805625200271606,2.418020009994507,3.37719988822937,399.6688232421875,13.0,0.0,1.0,157.3000030517578,30.0,B38E1912001,120848.0,439422.0
,,,321.0,0.40831100940704346,-1.241873264312744,0.08580330014228821,1.4483400583267212,2426.179443359375,1.0,0.0,1.0,-67.19999694824219,20.0,B38E1915001,120274.0,439325.0
,,,323.0,0.29890599846839905,1.8215950727462769,0.05314449965953827,1.0319499969482422,541.1986694335939,1.0,0.0,1.0,294.3999938964844,35.0,B39A2383001,141566.0,442229.0
,,,253.0,0.28628700971603394,1.6170225143432615,0.0744398981332779,0.8836780190467834,322.67291259765625,13.0,0.0,1.0,319.1000061035156,30.0,B38F2423001,139841.0,442633.0
,,,253.0,1.3118799924850464,2.141469240188598,0.9928330183029176,2.3380699157714844,314.0639343261719,1.0,0.0,1.0,379.0,30.0,B39A2375001,149594.0,441593.0
,,,328.0,0.8769050240516663,1.8468347787857056,0.426021009683609,2.4304399490356445,986.845458984375,1.0,0.0,1.0,338.5,25.0,B39A2377001,146003.0,443532.0
,,,328.0,0.8769050240516663,1.8468347787857056,0.426021009683609,2.4304399490356445,986.845458984375,1.0,0.0,1.0,338.5,25.0,B39A2378001,146029.0,443558.0
,,,323.0,0.4935230016708374,2.179626703262329,0.2397239953279495,1.25872004032135,1009.776123046875,17.0,0.0,1.0,341.8999938964844,35.0,B39A2382001,143179.0,442209.0
-1.01,-0.77,-0.24,90.0,2.4850399494171143,6.947245597839356,2.1341099739074707,3.638750076293945,7.898425579071045,18.0,52.73680114746094,5.875007629394531,945.7000122070312,30.0,B12B0167001,237050.0,566360.0
,,,330.0,0.8213890194892883,8.786384582519531,0.6263139843940735,1.3516900539398191,1.7851507663726809,1.0,607.551513671875,1.0,989.7000122070312,25.0,B46B0747001,193516.0,413172.0
,,,25.0,0.1186550036072731,8.029793739318848,-0.048007000237703316,0.5353059768676758,13.818070411682127,17.0,660.9984741210938,1.0,806.7000122070312,25.0,HORA006001,179527.0,416071.0
,,,315.0,1.7714500427246094,3.0202634334564213,1.4221099615097046,2.9187800884246826,867.12841796875,1.0,0.0,1.0,519.7999877929689,30.0,B45B1610001,152543.0,424707.0
,,,25.0,0.1186550036072731,8.029793739318848,-0.048007000237703316,0.5353059768676758,13.818070411682127,17.0,660.9984741210938,1.0,806.7000122070312,25.0,B45F1050001,179527.0,416071.0
,,,253.0,0.0923200026154518,0.5142705440521239,-0.0009438989800401033,0.21537500619888306,947.4470825195312,0.0,0.0,1.0,51.4000015258789,30.0,B43B0049001,79583.0,414790.7
0.65,0.34,0.31,319.0,0.3025830090045929,0.2254050076007843,0.04631359875202179,1.0776599645614624,4211.8701171875,1.0,0.0,1.0,107.5,25.0,B44F2173001,132444.0,423272.0
0.65,-0.56,1.21,221.0,0.31337401270866394,-1.4939608573913574,-0.07437949627637863,1.6143900156021118,3300.46826171875,1.0,0.0,1.0,-83.69999694824219,25.0,PB16001,78590.4,444712.2
0.66,0.34,0.32,253.0,0.5414440035820007,-1.3109209537506104,0.21520499885082245,1.596400022506714,437.875,5.0,0.0,1.0,-41.5,80.0,B37C1740001,68256.0,429024.0
0.67,0.14,0.53,219.0,0.33368900418281555,-5.037429332733153,0.17375099658966064,0.7234410047531128,2241.256591796875,1.0,0.0,1.0,-435.6000061035156,20.0,167-105-00002_GH001,91857.0,456045.0
0.77,1.22,-0.45,79.0,0.6984210014343262,13.252690315246582,0.4428569972515106,1.4706799983978271,6970.490234375,1.0,7.942200183868407,7.942192554473878,1428.6300048828125,30.0,B51E1760001,160653.0,393215.0
0.78,0.8,-0.02,92.0,0.7155119776725769,12.883126258850098,0.43705099821090704,1.5793600082397459,1006.8629760742188,2.0,11.450599670410154,11.450565338134766,1367.9100341796875,35.0,B17D0108001,230350.0,532900.0
0.84,0.9,-0.06,92.0,0.4989469945430756,4.203782081604004,0.2064480036497116,1.4189399480819702,2898.56884765625,2.0,2.9653000831604004,2.9652979373931885,509.6700134277344,35.0,B16H1485001,212732.0,537319.0
0.87,0.41,0.46,137.0,-0.08870100229978561,0.5579949021339417,-0.2978540062904358,0.4979119896888733,2039.473388671875,13.0,0.0,1.0,133.85000610351562,20.0,B37A0420001,69536.9,447285.0
0.63,0.3,0.33,340.0,1.639559984207153,2.0203409194946294,1.309540033340454,2.7096400260925293,50.80150604248047,4.0,0.0,1.0,383.7900085449219,55.0,B45B0457002,156930.0,423161.0
0.51,-0.19,0.7,164.0,0.5349739789962769,3.5460846424102783,0.3202419877052307,1.1439000368118286,52.959754943847656,11.0,22.137300491333008,22.137332916259766,433.7999877929688,100.0,5256001,115057.0,396050.0
0.52,0.93,-0.41,77.0,0.5758749842643738,11.675329208374025,0.32239198684692383,1.3398100137710571,3292.870849609375,4.0,10.029999732971193,10.029959678649902,1288.699951171875,40.0,B22B0794001,238452.0,524025.0
0.52,0.1,0.42,140.0,0.4355320036411285,3.233999967575073,0.1995819956064224,1.129330039024353,1033.553466796875,11.0,0.0,1.0,406.8599853515625,100.0,WAMB002001,153524.0,411599.0
0.53,0.2,0.33,354.0,0.4654409885406494,9.425750732421877,0.2429690062999725,1.105329990386963,100.9520492553711,1.0,0.0,1.0,1018.0,30.0,B40F1951001,210712.0,444055.0
1.09,0.48,0.61,253.0,0.3009600043296814,-5.062501907348633,0.14454799890518188,0.6766080260276794,2579.107421875,1.0,0.0,1.0,-426.2999877929688,30.0,247-105-00004_GH001,90559.0,453611.0
1.14,1.15,-0.01,79.0,0.7122870087623596,3.9066452980041504,0.42714500427246094,1.6028599739074707,1360.6650390625,20.0,5.861499786376952,5.861485958099365,609.5999755859375,30.0,B16H1486001,212637.0,536737.0
,,,331.0,0.3626900017261505,1.1941604614257812,0.09825369715690613,1.1704399585723877,246.53591918945312,1.0,0.0,1.0,187.1000061035156,25.0,BOMW20010001,142194.0,421291.0
,,,253.0,0.6869999766349792,-0.1145043522119522,0.35784998536109924,1.753600001335144,214.441650390625,13.0,0.0,1.0,107.5,30.0,BENL20025001,130168.0,430179.0
,,,317.0,1.3797500133514404,0.4066306054592133,1.2255799770355225,1.7464100122451782,2.0766432285308842,13.0,1895.9315185546875,1.0,78.25,20.0,BENL20026001,132411.0,431197.0
,,,315.0,0.7258170247077942,3.4016902446746826,0.4664919972419739,1.5131200551986694,257.35128784179693,1.0,0.0,1.0,423.8999938964844,30.0,BENL20028001,155621.0,430055.0
,,,341.0,0.6345369815826416,6.709063053131104,0.40997698903083796,1.2827800512313845,1.0074784755706787,1.0,1397.28466796875,1.0,772.9000244140625,35.0,BETU20009001,179434.3,437206.7
,,,344.0,1.0440499782562256,9.457977294921877,0.7380499839782715,2.0180699825286865,36.4245491027832,2.0,0.0,1.0,1058.699951171875,60.0,BETU20010001,196311.5,433496.0
,,,328.0,0.6683679819107056,1.443389654159546,0.39455100893974304,1.51364004611969,145.4357147216797,2.0,0.0,1.0,229.1999969482422,35.0,BOMW20004001,143580.8,419024.0
,,,313.0,0.18367700278759005,0.2873390316963196,0.013970999978482723,0.612500011920929,313.2572326660156,1.0,0.0,1.0,41.79999923706055,25.0,BENL20019001,143847.9,437993.3
,,,339.0,1.9451899528503416,3.621160268783569,1.6724300384521484,2.786240100860596,715.5119018554688,1.0,0.0,1.0,431.20001220703125,35.0,MAWA20025001,159743.2,425573.2
,,,253.0,0.6931530237197876,-0.3507404029369354,0.4957750141620636,1.2326600551605225,122.68920135498048,13.0,0.0,1.0,47.0,30.0,9164_PBF001,118168.721,413648.406
,,,253.0,0.6931530237197876,-0.5041257739067078,0.4957750141620636,1.2326600551605225,401.1689147949219,1.0,0.0,1.0,34.400001525878906,30.0,9161_PBF001,118129.438,413487.573
,,,259.0,0.6717569828033447,-0.35033488273620605,0.3814130127429962,1.5831300020217896,63.856605529785156,5.0,0.0,1.0,129.39999389648438,80.0,9120_PBF001,126907.293,413254.6437
,,,343.0,1.368939995765686,1.876654863357544,1.0274100303649902,2.4850800037384038,267.81842041015625,1.0,0.0,1.0,320.29998779296875,35.0,BENL20021001,147911.0,434518.2
,,,335.0,0.5238519906997681,0.9865452647209167,0.20768499374389648,1.5385199785232544,841.8671875,4.0,0.0,1.0,173.39999389648438,40.0,BENL20016001,143548.0,427531.1
1.25,0.43,0.82,79.0,2.24685001373291,0.593306839466095,1.9963799715042116,2.9986999034881587,1361.7978515625,1.0,0.0,1.0,349.0,30.0,B37B0223001,74442.7,439466.3
1.55,0.68,0.87,253.0,0.4373140037059784,-0.7961133122444153,0.19288000464439392,1.165050029754639,15.991883277893065,5.0,43.26079940795898,1.0,3.2000000476837163,80.0,9108_PBF001,103832.6492,404862.6103
1.6,1.26,0.34,78.0,0.3880000114440918,3.5381712913513184,0.13296400010585785,1.158139944076538,3831.36572265625,20.0,7.060800075531006,7.060812950134277,493.0,30.0,B16H1472001,211535.0,536701.0
2.32,1.86,0.46,104.0,0.5919280052185059,11.254871368408203,0.267302006483078,1.640429973602295,12650.6416015625,1.0,7.634600162506103,7.6345582008361825,1247.3800048828125,30.0,Primair_WRW_9001,228636.0,524816.0
,,,245.0,0.22922399640083316,-1.544889211654663,0.07138179987668991,0.6105939745903015,643.3238525390625,17.0,0.0,1.0,-111.4000015258789,30.0,ALBL20003001,106609.5,430302.4
,,,331.0,0.3356370031833649,-1.5814677476882937,0.1139490008354187,0.9723889827728271,1221.1656494140625,1.0,0.0,1.0,-93.9000015258789,25.0,ALBL20006001,122654.7,434471.3
,,,313.0,0.2507050037384033,-0.6708090305328369,0.02830819971859455,0.8902900218963623,592.1171875,18.0,0.0,1.0,-6.0999999046325675,25.0,BENL20001001,129249.8,433110.2
,,,331.0,0.5747460126876831,0.847915530204773,0.2903900146484375,1.4621700048446655,242.83572387695312,1.0,0.0,1.0,175.6999969482422,25.0,BENL20010001,141811.9,430765.2
0.28,-0.13,0.41,215.0,0.4481520056724548,-0.7736315131187439,0.2662549912929535,0.9257389903068542,590.9484252929688,16.0,0.0,1.0,-10.100000381469727,30.0,B30F0422001,92348.9,471202.9
0.25,-0.2,0.45,315.0,0.2956709861755371,9.10158920288086,0.060054801404476166,0.9881330132484436,76.16291809082031,13.0,0.0,1.0,960.5999755859376,30.0,B40D2329001,194488.0,428237.0
0.25,-0.33,0.58,2.0,0.3419969975948334,-2.4713976383209233,0.09159330278635024,1.0936100482940674,158.54190063476562,1.0,0.0,1.0,-209.5,30.0,B31D1425001,117388.0,460104.0
0.25,-0.39,0.64,145.0,0.25168099999427795,2.073974609375,0.04307910054922104,0.8360909819602966,182.60430908203125,17.0,0.0,1.0,262.94000244140625,30.0,B45C0543001,149260.0,409840.0
0.27,-0.37,0.64,145.0,0.25168099999427795,2.073974609375,0.04307910054922104,0.8360909819602966,182.60430908203125,17.0,0.0,1.0,262.94000244140625,30.0,B45C0543002,149260.0,409840.0
0.27,0.12,0.15,141.0,0.2834790050983429,8.799015998840332,0.1066420003771782,0.7408270239830017,4.708719253540039,1.0,671.2564086914062,1.0,904.4500122070312,30.0,B45F1045001,178791.0,416067.0
0.28,0.03,0.25,11.0,1.1717400550842283,2.8215465545654297,1.0210599899291992,1.5244499444961548,80.7954330444336,17.0,0.0,1.0,291.239990234375,25.0,B21F0734001,219642.0,518836.0
0.28,0.12,0.16,141.0,0.2834790050983429,8.799015998840332,0.1066420003771782,0.7408270239830017,4.708719253540039,1.0,671.2564086914062,1.0,904.4500122070312,30.0,HORA001001,178791.0,416067.0
0.29,0.39,-0.1,78.0,0.3690280020236969,16.401016235351562,0.07175060361623764,1.3081400394439695,43.475929260253906,17.0,15.99489974975586,15.994881629943848,1679.550048828125,30.0,B34E1750001,240109.0,464688.0
0.3,-0.6,0.9,247.0,0.6162480115890503,-1.0947684049606323,0.2289029955863953,1.915619969367981,1503.7877197265625,5.0,0.0,1.0,-13.050000190734865,65.0,B37D1931001,71608.0,426651.0
0.3,-0.06,0.36,219.0,0.33368900418281555,-5.037429332733153,0.17375099658966064,0.7234410047531128,2241.256591796875,1.0,0.0,1.0,-435.6000061035156,20.0,167-105-00003_GH001,91850.0,456076.0
0.3,,,49.0,0.9646000266075134,31.858478546142575,0.7629759907722473,1.5211000442504885,401.8038024902344,21.0,0.0,1.0,3270.699951171875,30.0,B52D0495002,192798.0,378240.0
0.2,0.3,-0.1,77.0,0.9253309965133668,12.028846740722654,0.7338590025901794,1.4412200450897217,6518.0791015625,2.0,10.247699737548828,10.247678756713867,1307.699951171875,35.0,B51E1853001,161682.0,394461.0
0.21,1.01,-0.8,241.0,-0.3737219870090485,-0.4878311455249786,-0.4530070126056671,-0.3065800070762634,9.336519241333008,1.0,393.0921936035156,1.0,-49.5,35.0,B43B0788001,71918.0,424771.0
0.21,0.06,0.15,78.0,0.6181949973106384,16.976934432983402,0.40106201171875,1.2367299795150757,75.47834777832031,12.0,19.766700744628906,19.76665496826172,1764.47998046875,100.0,B34E1749001,241119.0,463905.0
0.21,0.02,0.19,253.0,2.6414198875427246,-5.062501907348633,1.8435200452804563,5.583030223846436,2579.107421875,1.0,0.0,1.0,-426.2999877929688,30.0,247-105-00006_GH001,90586.0,453643.0
0.21,0.61,-0.4,261.0,0.5033490061759949,-1.1662005186080933,0.2893919944763184,1.109179973602295,1113.8131103515623,6.0,0.0,1.0,-25.10000038146973,40.0,B43G1173001,89321.0,411149.0
0.21,0.24,-0.03,41.0,1.1511800289154053,30.345746994018555,1.057489991188049,1.2759300470352173,957.955810546875,13.0,0.0,1.0,3126.60009765625,20.0,B52D2055002,190038.0,383439.0
0.21,0.16,0.05,164.0,0.5793920159339905,3.124885082244873,0.3208200037479401,1.3636800050735474,120.02923583984376,11.0,20.74690055847168,20.746871948242188,364.2999877929688,100.0,B50B0545002,114745.0,396200.0
0.21,0.39,-0.18,151.0,0.4804869890213013,3.605174779891968,0.17923499643802646,1.4354900121688845,162.40286254882812,11.0,11.251199722290039,11.251227378845217,410.1000061035156,100.0,B50A0429003,107719.0,399527.0
0.3,0.64,-0.34,131.0,0.5926960110664368,13.422694206237793,0.4146600067615509,1.0548399686813354,4.4337568283081055,1.0,742.1342163085938,1.0,1401.300048828125,45.0,B50F0654001,138445.0,389051.0
0.43,-0.43,0.86,323.0,0.5519000291824341,2.3675458431243896,0.23870399594306946,1.5546799898147583,691.1637573242188,5.0,0.0,1.0,305.5,65.0,BENL20017001,148280.816,428460.7484
0.4,0.46,-0.06,78.0,2.043639898300171,3.9828290939331055,1.8487099409103396,2.573349952697754,82.0403060913086,20.0,11.85550022125244,11.85552978515625,593.3599853515625,30.0,B16H1474001,213404.0,536937.0
0.43,0.04,0.39,343.0,0.7331029772758484,5.317625522613525,0.5062119960784912,1.3906699419021606,306.1736145019531,18.0,0.0,1.0,617.2000122070312,35.0,B39G0288001,169050.0,436430.0
0.43,0.97,-0.54,79.0,2.576770067214966,3.6687045097351074,2.325469970703125,3.3319900035858154,591.6728515625,20.0,13.348299980163574,13.34834098815918,688.655029296875,30.0,B16H1473001,212695.0,536375.0
0.43,0.53,-0.1,84.0,1.116199970245361,17.065279006958008,0.8461419939994812,1.9464199542999268,7817.48388671875,18.0,9.380499839782717,9.380480766296387,1807.6500244140625,25.0,B51C0280001,142727.0,387206.0
0.44,0.21,0.23,53.0,0.2756829857826233,-3.1433911323547363,0.08290340006351471,0.7967990040779114,2134.798095703125,1.0,0.0,1.0,-254.6999969482422,25.0,B37E0635001,81767.3,440196.1
0.44,0.41,0.03,55.0,0.19853700697422028,-4.763989448547363,0.026383399963378903,0.6371530294418335,3018.992919921875,1.0,0.0,1.0,-462.70001220703125,20.0,247-105-00010_GH001,88654.0,454297.0
0.48,-0.08,0.56,202.0,1.6297800540924072,2.021051406860352,1.5695600509643557,1.6206400394439695,1379.487060546875,14.0,0.0,1.0,534.2000122070311,20.0,B37C0793001,62195.8,434905.4
0.33,-0.31,0.64,145.0,0.5560920238494873,2.6943187713623047,0.3359360098838806,1.1867200136184692,1233.3853759765625,17.0,0.0,1.0,285.55999755859375,30.0,HOND001001,146434.0,410594.0
0.36,-0.13,0.49,253.0,2.6414198875427246,-5.062501907348633,1.8435200452804563,5.583030223846436,2579.107421875,1.0,0.0,1.0,-426.2999877929688,30.0,247-105-00005_GH001,90572.0,453627.0
0.34,0.17,0.17,151.0,0.5865269899368286,7.646347045898437,0.4147509932518005,1.0236300230026243,287.0788879394531,2.0,0.0,1.0,809.1099853515625,35.0,SM050.080001,220200.0,541617.0
0.34,-0.14,0.48,25.0,0.3083780109882355,-1.0022283792495728,0.0984114035964012,0.8982430100440979,343.9333190917969,1.0,0.0,1.0,-77.69999694824219,25.0,B21D0973001,196057.0,508129.0
0.34,0.18,0.16,49.0,0.5746669769287109,10.424032211303713,0.3381929993629456,1.2705700397491455,1078.0286865234377,1.0,8.47029972076416,8.470271110534668,1107.4599609375,25.0,B22B0789001,234053.0,521716.0
0.35,-0.13,0.48,253.0,0.2690869867801666,-4.983946323394775,0.09758380055427553,0.7050999999046326,2418.99951171875,1.0,0.0,1.0,-423.3999938964844,30.0,026-105-00002_GH001,90079.0,454117.0
0.35,-0.21,0.56,145.0,0.31822898983955383,1.973352551460266,0.07619120180606842,1.0363800525665283,230.98138427734372,17.0,0.0,1.0,239.67999267578125,30.0,B45C1345001,142783.0,410723.0
,,,164.0,0.5349739789962769,3.4826042652130127,0.3202419877052307,1.1439000368118286,37.81877517700195,19.0,18.98539924621582,18.98538589477539,411.2999877929688,100.0,5380_PBF2001,114875.686,395985.621
,,,38.0,0.25486400723457336,0.03448803722858429,-0.004257590044289827,1.04135000705719,2636.61279296875,13.0,0.0,1.0,36.70000076293945,20.0,B38H2395001,135013.0,431415.0
,,,38.0,0.25486400723457336,0.03448803722858429,-0.004257590044289827,1.04135000705719,2636.61279296875,13.0,0.0,1.0,36.70000076293945,20.0,B38H2395002,135013.0,431415.0
,,,127.0,2.2260301113128658,4.661673069000244,2.0302999019622803,2.7589499950408936,80.0948715209961,1.0,43.59489822387695,43.594871520996094,694.0,45.0,B22C1406001,225851.624,502524.717
,,,233.0,0.3909009993076325,-1.4322903156280518,0.19748300313949585,0.9145730137825012,73.05731201171875,1.0,0.0,1.0,-52.79999923706055,25.0,B21C3368001,187903.0,501410.0
,,,27.0,0.3948299884796143,-1.0892730951309204,0.23018500208854675,0.8034129738807678,30.028827667236328,17.0,0.0,1.0,-65.19999694824219,25.0,B21C3369001,189027.0,501234.0
,,,335.0,0.17997799813747406,1.1219249963760376,-0.017287999391555786,0.7190399765968323,604.2901000976562,11.0,0.0,1.0,132.5,100.0,B45A2605001,140430.0,422455.0
,,,234.0,0.1842219978570938,-0.4059380888938904,0.030849799513816837,0.5477100014686584,52.7280158996582,17.0,0.0,1.0,-20.600000381469727,25.0,B32B0539001,158338.0,473647.0
,,,360.0,1.3103699684143066,14.059480667114258,1.1291899681091309,1.7850600481033323,147.38169860839844,11.0,0.0,1.0,1506.5999755859375,100.0,B46B0712001,195411.0,419544.0
,,,328.0,0.6730480194091797,8.271856307983397,0.4435909986495972,1.340880036354065,414.91021728515625,1.0,0.0,1.0,943.5999755859376,25.0,B40E0271001,203245.0,448285.0
,,,40.0,0.4563530087471008,-1.382861614227295,0.2387389987707138,1.076810002326965,3.6459074020385738,1.0,0.0,1.0,-97.4499969482422,20.0,B11B0130001,197551.0,562803.0
,,,317.0,1.6767499446868896,0.7196195125579834,1.3241300582885742,2.837270021438598,897.3031005859375,13.0,0.0,1.0,105.0,20.0,B38H2389001,136564.0,432815.0
,,,313.0,0.29138898849487305,-0.3007383346557617,0.07214640080928802,0.918362021446228,958.2369995117188,16.0,0.0,1.0,25.79999923706055,25.0,B38H2390001,136680.0,434319.0
,,,30.0,1.1525599956512451,12.789997100830078,0.9793509840965272,1.595420002937317,53.47151184082031,11.0,45.03919982910156,45.0391616821289,1472.800048828125,100.0,B26H0675001,177466.0,479760.0
,,,331.0,0.2376060038805008,1.066982626914978,-0.002455950016155839,0.947853982448578,480.63031005859375,1.0,0.0,1.0,131.89999389648438,20.0,B39A2371001,145447.0,437918.0
,,,313.0,0.27831700444221497,1.0108727216720579,0.00016379400040023032,1.1409300565719604,341.366455078125,1.0,0.0,1.0,133.19999694824222,25.0,B39C2795001,145561.0,437484.0
,,,360.0,4.8540802001953125,14.447772026062012,4.6950201988220215,5.240310192108153,108.70860290527344,18.0,39.4093017578125,39.40926742553711,1982.199951171875,40.0,B46B0694001,194121.0,419478.0
,,,206.0,5.563169956207275,0.3264721930027008,5.4057698249816895,5.942759990692139,33.71374893188477,14.0,0.0,1.0,689.9500122070312,20.0,B36H0120003,49701.5,425582.2
,,,202.0,5.563169956207275,0.5024128556251526,5.4057698249816895,5.942759990692139,197.49560546875,17.0,0.0,1.0,206.8000030517578,20.0,B36H0121003,49763.5,425561.5
,,,79.0,5.563169956207275,0.3477255403995514,5.4057698249816895,5.942759990692139,68.66553497314453,17.0,0.0,1.0,178.10000610351562,30.0,B36H0456001,49899.8,425485.3
,,,79.0,5.563169956207275,0.3477255403995514,5.4057698249816895,5.942759990692139,68.66553497314453,17.0,0.0,1.0,178.10000610351562,30.0,B36H0456002,49899.8,425485.3
,,,206.0,2.534709930419922,1.872381806373596,2.275399923324585,3.321949958801269,1126.216064453125,14.0,0.0,1.0,458.20001220703125,20.0,B37C0678001,62463.8,434533.7
,,,202.0,2.534709930419922,1.1696010828018188,2.275399923324585,3.321949958801269,748.7162475585938,11.0,0.0,1.0,434.1000061035156,100.0,B37C0773001,62489.6,434227.2
,,,25.0,0.32863500714302063,-4.283247947692871,0.07494260370731354,1.0934000015258791,3466.37744140625,1.0,0.0,1.0,-398.2999877929688,25.0,B37F0383001,97908.1,443202.6
,,,164.0,1.0775699615478516,3.875291109085083,0.8780649900436401,1.6256099939346311,69.93798065185547,11.0,21.386499404907227,21.38653564453125,477.0,100.0,5381_PBF2001,115421.328,396131.277
,,,16.0,0.4088259935379028,-1.9825927019119265,0.07474119961261749,1.4951599836349487,1749.40185546875,11.0,0.0,1.0,-161.60000610351562,100.0,B38C0863001,102765.9,435928.7
,,,5.0,0.277756005525589,-2.0265545845031743,0.08627589792013167,0.7936779856681824,758.2178955078125,18.0,0.0,1.0,-167.3000030517578,30.0,B38B0173001,110211.2,441478.6
,,,2.0,0.3201900124549866,-4.182069778442384,0.13333900272846222,0.8175960183143616,2835.79638671875,16.0,0.0,1.0,-209.1999969482422,30.0,B31C0249001,101162.1,457340.8
,,,360.0,2.943550109863281,14.722332000732422,2.733680009841919,3.532999992370605,232.6938934326172,17.0,1.0388000011444092,1.0387609004974363,1706.5,40.0,B46B0478002,194350.0,419270.0
,,,360.0,2.943550109863281,14.970868110656738,2.733680009841919,3.532999992370605,223.1284027099609,17.0,1.0388000011444092,1.0387609004974363,1637.4000244140625,40.0,B46B0494002,194600.0,419180.0
,,,53.0,1.3960299491882324,15.020320892333984,1.070199966430664,2.449350118637085,233.8544006347656,17.0,1.0388000011444092,1.0387609004974363,1608.300048828125,25.0,B46B0710001,194977.0,419227.0
,,,53.0,1.3960299491882324,15.020320892333984,1.070199966430664,2.449350118637085,233.8544006347656,17.0,1.0388000011444092,1.0387609004974363,1608.300048828125,25.0,B46B0710002,194977.0,419227.0
,,,360.0,1.3960299491882324,14.913187980651855,1.070199966430664,2.449350118637085,173.0174102783203,17.0,2.020699977874756,2.0206549167633057,1630.800048828125,40.0,B46B0709002,194809.0,418919.0
,,,155.0,1.1861900091171265,14.055617332458494,0.8987140059471129,2.0860800743103027,394.7887878417969,1.0,3.172300100326538,3.1722989082336426,1491.1400146484375,30.0,B28H0515001,250626.2,478714.71
,,,79.0,0.905538022518158,19.71729850769043,0.6760200262069702,1.5736099481582642,27.242828369140625,11.0,22.107999801635746,22.107952117919922,2078.27001953125,100.0,B28F0344001,251562.15,491151.81
,,,79.0,0.9677709937095642,13.607097625732422,0.6100689768791199,2.1485800743103027,534.1973876953125,18.0,16.738100051879886,16.738075256347653,1537.219970703125,30.0,B17D1381001,238096.0,526802.0
,,,202.0,8.156999588012695,0.8928817510604858,7.996220111846924,8.550149917602539,497.38665771484375,11.0,0.0,1.0,918.2000122070312,100.0,B30E0333001,87422.5,466030.2
,,,90.0,1.5098799467086792,14.186150550842285,1.2249200344085691,2.399709939956665,32.952354431152344,1.0,14.638799667358398,14.63883113861084,1549.22998046875,30.0,B17G0153001,245020.0,531770.0
,,,150.0,0.4528149962425232,15.507381439208984,0.1956419944763184,1.2315000295639038,371.6180114746094,18.0,0.0,1.0,1624.3699951171875,25.0,B17G1468001,244143.0,535704.0
,,,61.0,0.31933799386024475,1.6733696460723877,0.19440600275993347,0.5690680146217346,18.349220275878906,1.0,110.95899963378906,38.18362808227539,183.6000061035156,25.0,N2temporary001,177252.0,487012.0
,,,206.0,2.5740199089050293,0.20679520070552826,2.350800037384033,3.2168900966644287,249.68527221679688,14.0,0.0,1.0,308.3999938964844,20.0,B30D0275001,72692.1,450857.9
,,,206.0,4.52830982208252,0.26651471853256226,4.45389986038208,4.575950145721436,96.45336151123048,14.0,0.0,1.0,1615.0999755859375,20.0,B30E0120001,88381.0,470952.0
,,,34.0,0.5672129988670349,9.865656852722168,0.24547800421714785,1.604159951210022,11987.9541015625,5.0,18.960599899291992,18.960620880126953,1013.5599975585938,30.0,B22B0795001,238807.0,517777.0
,,,34.0,0.8163319826126099,30.02647399902344,0.6376630067825317,1.2810100317001345,79.62898254394531,6.0,0.0,1.0,3075.10009765625,30.0,B52D216901.0,192565.0,384544.0
,,,18.0,0.2570140063762665,-0.8032049536705017,0.019300200045108795,0.9578710198402404,4897.88134765625,17.0,0.0,1.0,-65.80000305175781,25.0,DM-05-ZW001,179163.6,557174.0
