xy_buis (ID),som_key,GHG_ERROR,lon,lat
B11B1804001,982,-0.16,198079.0,564403.0
2087_PBF001,1924,-0.15,125394.0,411600.0
B11B1806001,801,-0.15,198001.0,564327.0
B06D0485001,1524,-0.14,193977.0,577427.0
B07C1796001,1402,-0.14,229671.0,576109.0
DYNA021001,2185,-0.37,155699.0,408928.0
5014_PBF2002,1317,-0.36,111629.0,405096.0
5171001,1962,-0.36,111203.0,397552.0
BETU20003001,1236,-0.35,153073.3,437564.5
B17G1458001,508,-0.34,241940.0,532664.0
B49E0386001,1464,-0.32,80586.0,396468.0
BENL20012001,1770,-0.3,155622.1,430054.2
B58C0341003,2941,-0.4,189480.0,356575.0
SMIT004001,762,-0.4,153667.0,410940.0
B36H0121002,2622,-0.46,49763.5,425561.5
B45D1201001,2259,-0.4,151976.0,404051.0
DYNA008001,2185,-0.44,155730.0,409140.0
B51A1848001,1115,-0.43,148951.0,397167.0
B26H0675002,1978,-0.41,177466.0,479760.0
5357_PBF1001,2416,-0.29,113322.0,396099.0
B17H0470001,1957,-0.29,250860.0,528615.0
B15F0242001,398,-0.21,177850.0,545288.0
B45C1084001,565,-0.2,149484.0,409528.0
B52C0179001,14,-0.2,181537.0,381306.0
167-105-00009_GH001,167,-0.19,91194.0,454926.0
PEVE077_2001,43,-0.22,189720.0,380320.0
247-105-00003_GH001,527,-0.22,90691.0,453489.0
037-105-00002_GH001,45,-0.25,88591.0,455255.0
B34E1751001,1979,-0.22,240935.0,462651.0
5013_PBF2002,1374,-0.49,111725.0,405232.0
B37C0759001,2093,-1.27,64294.9,430567.1
B51B1740001,1245,-1.11,155062.0,398258.0
B37C0654001,2153,-1.28,64455.1,435945.9
B30D0274001,2493,-0.95,72561.8,450950.8
B46B0713001,2020,-0.94,195071.0,419211.0
B30D0273001,2620,-0.88,71763.6,450261.0
B37C0652001,2276,-1.84,63912.6,436510.1
B46B1316001,2954,-1.82,192245.0,416664.0
B58C0351001,2327,-1.79,187240.0,358660.0
B58C0361001,2267,-1.68,185516.0,357313.0
9133_PBF001,1593,-1.57,88762.4951,399611.2672
B36H0121001,2622,-1.5,49763.5,425561.5
B37C0737001,2555,-1.44,64931.6,428974.5
2197_PBF001,2182,-0.81,127820.4878,411496.022
167-105-00010_GH001,167,-0.61,91165.0,454928.0
5252001,1916,-0.61,114557.0,396540.0
B38C0851002,634,-0.55,108134.1,433507.3
B12D1821001,18,-0.54,230054.0,553933.0
B37C0740001,2153,-0.53,65410.5,428149.1
B50D0075001,1173,-0.53,115834.0,381613.0
247-105-00007_GH001,106,-0.71,90228.0,453841.0
B50D0096001,749,-0.79,116485.0,381570.0
2198_PBF001,2182,-0.74,127897.9922,411490.0
9003_PBF001,1005,-0.73,91359.4933,411086.6479
B46B0485001,2249,-0.71,194847.0,419349.0
B46B0485002,2249,-0.7,194847.0,419349.0
B46B0723001,2954,-0.68,192168.0,416678.0
B51E1755001,479,-0.65,160592.0,392691.0
B58C0341002,2941,-0.65,189480.0,356575.0
B17H0476001,317,0.08,256429.0,526250.0
247-105-00009_GH001,223,0.06,88448.0,454267.0
B37C0698001,2909,0.08,62992.7,433083.0
SPIJKERMAN-S04001,1049,0.09,212444.0,539090.0
B22B1482001,175,0.09,231569.0,521566.0
B41E0884001,244,0.01,243161.0,444925.0
B26H0874001,430,0.01,177249.0,487458.0
B40D2186001,1768,0.04,197302.12,430804.8
9101_PBF001,1774,0.03,88951.6416,400006.3302
RIJS005_2001,55,0.03,145405.0,410487.0
Primair_WRW_13001,923,0.04,192694.0,532844.0
Primair_WRW_11001,513,0.04,204581.0,521453.0
B51A1766001,940,0.09,144048.0,399951.0
B31D1426001,1589,0.15,118113.0,460212.0
WOOL006001,78,0.15,182883.0,374584.0
B40B1733001,2076,0.16,192184.0,437629.0
B45C1092001,1588,0.16,149568.0,409232.0
B28H0642001,316,0.17,256710.0,479569.0
B45C1091001,1588,0.17,149568.0,409233.0
B49F0533001,132,0.17,95786.0,395771.0
B28H1716001,2662,0.18,255481.37,482702.55
B40D2305001,1717,0.1,196442.0,434682.0
B38D0349001,582,0.1,112336.6,428806.4
B43E0201001,336,0.1,80239.5,418071.8
9143_PBF001,990,0.11,112002.8478,404066.5239
B38A0248001,2011,0.14,106644.6,444859.6
B17H1645002,262,0.0,259529.0,525491.0
B51A1846001,1055,-0.18,149073.0,397721.0
B28H0672001,2418,-0.11,250254.0,481525.0
B52D0495001,1892,-0.13,192798.0,378240.0
BENL20005001,518,-0.1,127513.0,441331.0
B37C0325002,1071,-0.09,68972.0,432040.0
DM-08-NO001,1534,-0.09,210035.3,594147.3
B51E0134001,948,-0.13,165490.0,390160.0
B37F0382002,283,-0.17,96973.2,444709.2
B58D0659001,2570,-0.17,192330.0,358825.0
PEVE077001,43,-0.14,189721.0,380320.0
B33E1303001,500,-0.09,201665.0,463045.0
B45C1088001,865,-0.04,148896.0,409804.0
ALBL20004001,460,-0.03,117523.723,431135.684
B40C0611001,1485,-0.03,180220.0,435270.0
B57A0376001,1788,-0.03,146516.0,371830.0
B36H0290001,1470,-0.02,57445.0,426562.0
22AC202A001,929,-0.02,222081.0,522507.0
B49F0534001,252,-0.02,96063.0,395563.0
BENL20004001,693,-0.01,141367.9,440241.3
B45C1086001,565,-0.04,149452.0,409503.0
B30F0387001,2394,-0.09,91228.2,474393.1
B37D0310001,1124,-0.09,72199.4,431998.3
B16H1487001,2153,-0.08,212599.0,535808.0
B33E1303002,500,-0.04,201665.0,463045.0
8209_PBF001,1420,-0.05,79808.0,380624.0
B22G0309001,2039,-0.05,241948.0,507075.0
B16H1482001,2215,-2.19,213918.0,536304.0
B21F0774001,1828,0.09,214103.0,520986.0
B38H2390002,516,0.1,136680.0,434319.0
B21F0736001,964,0.1,219408.0,518766.0
B21D0972001,749,0.09,197531.0,511816.0
B34D1409001,312,0.07,230078.0,450859.0
B39G2556001,2009,0.07,167099.38,435739.19
B12D2035001,83,0.07,235869.0,551944.0
B57B0429001,1336,0.08,159780.0,369294.0
B39A2370001,451,0.08,146084.0,437524.0
B38H0350001,332,0.08,135058.0,431014.0
B58A0091001,14,0.17,183354.0,366137.0
B50A0501001,1558,0.16,107015.0,399343.0
B33E1240001,500,0.17,201668.0,463250.0
B34E1749002,1679,0.18,241119.0,463905.0
B12D2030001,691,0.18,234675.0,551502.0
B26H0337001,300,0.19,177250.0,487490.0
B39A2373001,691,0.19,146440.0,437869.0
B38H2387002,511,0.13,136981.0,435118.0
B34G1386001,3,0.13,245022.0,455969.0
BENL20008001,576,0.14,133399.1,436488.7
B37C0323001,97,0.15,66662.0,433640.0
9100_PBF1001,1060,0.14,87342.1721,401685.7247
RIJS005001,55,-0.04,145405.0,410487.0
HAMM001001,1053,-0.03,144399.0,410640.0
B50A0505001,1799,-0.02,108071.0,399955.0
B51E0076001,415,-0.04,165566.0,391016.0
B12D2028001,320,-0.01,233479.0,550309.0
5230001,256,-0.01,115044.0,396783.0
5367002,1618,-0.01,115091.0,396680.0
B12D2027001,2065,-0.08,235074.0,553865.0
B22B0791001,586,-0.07,236291.0,521690.0
9076_PBF001,1837,-0.06,124552.012,413085.237
B22A1099001,964,-0.05,220904.0,517756.0
B50B0550002,1618,-0.01,115091.0,396680.0
B22F0908001,1314,0.04,253745.0,521401.0
B12D2033001,813,0.04,233778.0,551979.0
B27G0948001,1586,0.05,205176.0,485296.0
B22A1173001,1268,0.05,228406.0,515522.0
B21F0769001,1466,0.0,211019.0,522441.0
B12D2023001,692,0.01,234293.0,551992.0
B31D1427001,582,0.01,117412.0,461135.0
9077_PBF001,1719,0.02,127094.69,412785.898
B21F0773001,1289,0.02,213859.0,520882.0
B22A1170001,1049,0.03,225684.0,515512.0
B26G0290001,1432,0.67,160614.34,481197.16
B39D2744002,1259,0.6,150390.0,435649.0
B28H1721001,1890,0.61,256277.67,483294.29
B44F2173002,110,0.62,132444.0,423272.0
B45C1073001,1005,0.65,144759.0,400153.0
B39F0752001,1193,0.68,176408.87,438110.2
NPD-PB6001,1771,0.74,221699.0,532127.0
B37G0830001,820,0.81,89906.0,426101.0
B50D0067001,2315,0.58,115565.0,381709.0
9104_PBF001,591,0.46,86654.838,405865.5943
B45B0500001,1179,0.48,157103.0,422081.0
B39D2744001,1259,0.54,150390.0,435649.0
B45A2479002,2188,0.5,146406.38,418479.1
B50D0077001,1173,0.5,115836.0,381673.0
B60A2562001,2197,0.5,187525.0,341133.0
B44B0202001,861,0.51,114144.0,413557.0
UFFELTE-PB14001,2216,-3.79,213909.0,534159.0
B30E0319001,2741,-3.1,86884.8,467544.8
B46B0478001,2202,-2.68,194350.0,419270.0
EA_AR_B02001,2626,-4.46,262369.0,529516.0
17DC202B002,155,1.1,232733.0,535431.0
B60A0360001,2280,1.11,187920.0,344640.0
UFFELTE-PB15001,719,1.67,215941.0,536876.0
5309001,1948,0.19,101159.0,391247.0
B12D2029001,23,0.26,233596.0,552747.0
B22A1096001,966,0.25,222238.0,514694.0
BENL20006001,228,0.27,129589.8,427147.2
B43A1125002,1766,0.27,63621.0,424579.0
B44F2172002,289,0.27,132533.0,423978.0
9138_PBF001,1600,0.28,91177.5914,403034.9952
B17G1450001,1915,0.28,241421.0,530596.0
B22A1097001,984,0.25,222331.0,514887.0
B45F1001001,1458,0.24,178811.0,416024.0
B21F0771001,1347,0.2,212081.0,521977.0
B29A0103001,13,0.21,262200.0,495830.0
B21F0733001,684,0.22,219529.0,518753.0
B39A2370002,451,0.23,146084.0,437524.0
B51E0209001,414,0.23,164710.0,399340.0
B34B1292001,316,0.24,239935.0,464356.0
B49F0535001,252,0.28,96030.0,395302.0
21FP9001002,1108,0.38,215139.0,520325.0
HOND003001,759,0.35,146879.0,410345.0
B45B0307001,388,0.36,155713.0,420511.0
HOND004001,759,0.36,146963.0,410384.0
B21G1118001,867,0.37,202726.0,508230.0
VLIJ010001,1173,0.37,142783.0,410722.0
B42C0116001,2488,0.34,27910.0,401183.0
RUIT001001,1480,0.38,144538.0,410357.0
B21D0970001,690,0.4,198213.0,506502.0
B39H0428001,0,0.41,179282.83,425974.21
B45B0316001,328,0.42,154354.0,421173.0
NPD-PB8ONDIEP001,640,0.33,221523.0,530639.0
B21G1117001,927,0.3,200197.0,508298.0
B22E0558001,1017,0.3,242833.0,522406.0
B21F0775001,1289,0.3,213937.0,520686.0
B43A0053002,1546,0.31,64038.4,415661.2
B42F0140002,2362,,52691.3,424762.8
KERI573001,2288,,162583.0,426585.0
KERI573_2001,2288,,162601.0,426645.0
KERI573_3001,2288,,162607.0,426702.0
NPLV010001,102,,188057.0,380905.0
NPLV013001,922,,188449.0,380297.0
PEVE076001,46,,189990.0,380422.0
STAR010001,538,,180354.0,374269.0
STAR011001,418,,180112.0,373994.0
B51B0088001,236,,158470.0,398950.0
FEIJ003001,1047,,189805.0,382136.0
FEIJ002001,1047,,189822.0,382105.0
DIES001001,530,,176655.0,383478.0
B39G3052001,328,,163800.0,425140.0
B45D0322001,1303,,149988.0,408600.0
B45E0404001,2123,,164830.0,424510.0
B52D2147002,742,,190228.0,381634.0
DEDI012001,1649,,170077.0,425841.0
BLPO006001,1056,,171953.0,396246.0
DEDI004001,2316,,172378.0,425176.0
DEDI005001,2110,,170949.0,425596.0
DEDI007001,2110,,170932.0,425552.0
DEDI008001,2110,,170922.0,425531.0
DEDI009001,1593,,170041.0,425748.0
DEDI010001,1649,,170102.0,425905.0
DEDI011001,1649,,170078.0,425874.0
B51E1705002,626,,163119.0,393835.0
PEVE102_2001,742,,190227.0,381635.0
DYNA022001,2065,,156405.0,408229.0
BREE001001,16,,184666.0,384040.0
BREE002001,16,,184659.0,384059.0
DONK001001,2244,,156958.0,407823.0
B51F1910001,1538,,172547.0,395905.0
B52A1486001,162,,185435.0,391707.0
B51F1911001,1538,,172304.0,396189.0
B51F1913001,1538,,172409.0,395668.0
B51F1914001,1301,,172004.0,396078.0
B58A0250001,34,,183900.0,371620.0
BLPO001001,1538,,172547.0,395905.0
BLPO004001,1538,,172401.0,395657.0
BLPO005001,1301,,172051.0,396082.0
BLPO007001,996,,171853.0,396005.0
BULT012001,974,,186509.0,390081.0
B51D0514001,295,,152213.0,386659.0
B50E0512001,2095,,125207.0,390784.0
P17A0021001,2838,,223118.0,544115.0
B17D0174001,86,,230380.0,533780.0
B17D0194001,617,,235451.0,533147.0
B23A0409001,2665,,264352.0,521208.0
B23A0831001,149,,264816.0,520092.0
B23A0832001,2605,,264804.0,520328.0
EA_AR_B03001,2565,,262444.0,529446.0
180-105-00036_GH001,1012,,110073.0,479832.0
B17A0262001,2838,,223115.0,544115.0
180-105-00037_GH001,833,,109822.0,480062.0
180-105-00038_GH001,1429,,109180.0,479016.0
180-105-00040_GH001,937,,109170.0,480892.0
180-105-00039_GH001,1128,,109030.0,480740.0
247-105-00016_GH001,405,,89436.0,454511.0
254-105-00007_GH001,1052,,111467.0,447992.0
150-105-00005_GH001,291,,103985.23,464722.19
B17A0266001,2719,,222935.0,543974.0
B17A0255001,2959,,222857.0,544330.0
B12D1814001,1018,,230411.0,551770.0
B12B0280001,1855,,238900.0,563780.0
B12C1572001,144,,229667.0,552123.0
B12D1806001,141,,230250.0,552303.0
B12D1807001,1079,,230526.0,552208.0
B12D1809001,27,,230555.0,552255.0
B12D1811001,677,,231747.0,554584.0
B12D1824001,2599,,230352.0,554572.0
B16H1471001,285,,211852.0,535852.0
B44F0368001,1715,,130396.0,415030.0
B31E2768001,286,,122858.0,463149.0
B31E2764001,576,,123884.0,462586.0
B31G2339001,565,,122801.0,462458.0
B31E2765001,569,,123205.0,462792.0
B31E2767001,286,,123973.0,463138.0
B31E2769001,402,,123346.0,463825.0
B31E2786001,402,,123366.0,463763.0
B31E2787001,286,,122827.0,463208.0
B31E2788001,169,,123914.0,463553.0
B31E2789001,506,,122895.0,462559.0
10-699001,2616,,57850.0,428427.0
B44E0212001,2131,,129738.0,422532.0
B39A2384001,936,,141308.0,442290.0
B31D1624001,102,,118110.0,462406.0
B38E1914001,102,,120269.0,439347.0
B38E1626001,1196,,129855.0,445933.0
B38E1906001,831,,125763.0,441834.0
B38E1907001,471,,124859.0,442041.0
B38E1907002,471,,124859.0,442041.0
B38E1908001,471,,124847.0,442079.0
B38E1909001,44,,124064.0,442085.0
B38E1911001,2319,,120852.0,439402.0
B38E1911002,2319,,120852.0,439402.0
B38E1912001,2319,,120848.0,439422.0
B38E1915001,102,,120274.0,439325.0
B39A2383001,1236,,141566.0,442229.0
B38F2423001,1053,,139841.0,442633.0
B39A2375001,2133,,149594.0,441593.0
B39A2377001,32,,146003.0,443532.0
B39A2378001,32,,146029.0,443558.0
B39A2382001,883,,143179.0,442209.0
B12B0167001,2377,-1.01,237050.0,566360.0
B46B0747001,795,,193516.0,413172.0
HORA006001,1277,,179527.0,416071.0
B45B1610001,2729,,152543.0,424707.0
B45F1050001,1277,,179527.0,416071.0
B43B0049001,698,,79583.0,414790.7
B44F2173001,110,0.65,132444.0,423272.0
PB16001,228,0.65,78590.4,444712.2
B37C1740001,1310,0.66,68256.0,429024.0
167-105-00002_GH001,161,0.67,91857.0,456045.0
B51E1760001,235,0.77,160653.0,393215.0
B17D0108001,81,0.78,230350.0,532900.0
B16H1485001,528,0.84,212732.0,537319.0
B37A0420001,220,0.87,69536.9,447285.0
B45B0457002,2085,0.63,156930.0,423161.0
5256001,1739,0.51,115057.0,396050.0
B22B0794001,533,0.52,238452.0,524025.0
WAMB002001,955,0.52,153524.0,411599.0
B40F1951001,1587,0.53,210712.0,444055.0
247-105-00004_GH001,405,1.09,90559.0,453611.0
B16H1486001,764,1.14,212637.0,536737.0
BOMW20010001,508,,142194.0,421291.0
BENL20025001,1829,,130168.0,430179.0
BENL20026001,1447,,132411.0,431197.0
BENL20028001,1770,,155621.0,430055.0
BETU20009001,1750,,179434.3,437206.7
BETU20010001,1485,,196311.5,433496.0
BOMW20004001,1654,,143580.8,419024.0
BENL20019001,931,,143847.9,437993.3
MAWA20025001,2199,,159743.2,425573.2
9164_PBF001,1706,,118168.721,413648.406
9161_PBF001,1116,,118129.438,413487.573
9120_PBF001,1548,,126907.293,413254.6437
BENL20021001,2076,,147911.0,434518.2
BENL20016001,1124,,143548.0,427531.1
B37B0223001,2790,1.25,74442.7,439466.3
9108_PBF001,1548,1.55,103832.6492,404862.6103
B16H1472001,230,1.6,211535.0,536701.0
Primair_WRW_9001,58,2.32,228636.0,524816.0
ALBL20003001,816,,106609.5,430302.4
ALBL20006001,457,,122654.7,434471.3
BENL20001001,693,,129249.8,433110.2
BENL20010001,386,,141811.9,430765.2
B30F0422001,936,0.28,92348.9,471202.9
B40D2329001,1469,0.25,194488.0,428237.0
B31D1425001,1470,0.25,117388.0,460104.0
B45C0543001,1291,0.25,149260.0,409840.0
B45C0543002,1291,0.27,149260.0,409840.0
B45F1045001,1458,0.27,178791.0,416067.0
B21F0734001,2183,0.28,219642.0,518836.0
HORA001001,1458,0.28,178791.0,416067.0
B34E1750001,436,0.29,240109.0,464688.0
B37D1931001,891,0.3,71608.0,426651.0
167-105-00003_GH001,161,0.3,91850.0,456076.0
B52D0495002,1892,0.3,192798.0,378240.0
B51E1853001,295,0.2,161682.0,394461.0
B43B0788001,1400,0.21,71918.0,424771.0
B34E1749001,1679,0.21,241119.0,463905.0
247-105-00006_GH001,2972,0.21,90586.0,453643.0
B43G1173001,1006,0.21,89321.0,411149.0
B52D2055002,30,0.21,190038.0,383439.0
B50B0545002,1679,0.21,114745.0,396200.0
B50A0429003,1498,0.21,107719.0,399527.0
B50F0654001,1815,0.3,138445.0,389051.0
BENL20017001,1188,0.43,148280.816,428460.7484
B16H1474001,2714,0.4,213404.0,536937.0
B39G0288001,1298,0.43,169050.0,436430.0
B16H1473001,2957,0.43,212695.0,536375.0
B51C0280001,175,0.43,142727.0,387206.0
B37E0635001,342,0.44,81767.3,440196.1
247-105-00010_GH001,165,0.44,88654.0,454297.0
B37C0793001,2848,0.48,62195.8,434905.4
HOND001001,761,0.33,146434.0,410594.0
247-105-00005_GH001,2972,0.36,90572.0,453627.0
SM050.080001,1356,0.34,220200.0,541617.0
B21D0973001,630,0.34,196057.0,508129.0
B22B0789001,34,0.34,234053.0,521716.0
026-105-00002_GH001,465,0.35,90079.0,454117.0
B45C1345001,1173,0.35,142783.0,410723.0
5380_PBF2001,1619,,114875.686,395985.621
B38H2395001,163,,135013.0,431415.0
B38H2395002,163,,135013.0,431415.0
B22C1406001,11,,225851.624,502524.717
B21C3368001,806,,187903.0,501410.0
B21C3369001,806,,189027.0,501234.0
B45A2605001,1136,,140430.0,422455.0
B32B0539001,987,,158338.0,473647.0
B46B0712001,1552,,195411.0,419544.0
B40E0271001,328,,203245.0,448285.0
B11B0130001,921,,197551.0,562803.0
B38H2389001,2728,,136564.0,432815.0
B38H2390001,516,,136680.0,434319.0
B26H0675001,1978,,177466.0,479760.0
B39A2371001,451,,145447.0,437918.0
B39C2795001,509,,145561.0,437484.0
B46B0694001,2951,,194121.0,419478.0
B36H0120003,2622,,49701.5,425582.2
B36H0121003,2622,,49763.5,425561.5
B36H0456001,2564,,49899.8,425485.3
B36H0456002,2564,,49899.8,425485.3
B37C0678001,2731,,62463.8,434533.7
B37C0773001,2093,,62489.6,434227.2
B37F0383001,228,,97908.1,443202.6
5381_PBF2001,1796,,115421.328,396131.277
B38C0863001,775,,102765.9,435928.7
B38B0173001,817,,110211.2,441478.6
B31C0249001,407,,101162.1,457340.8
B46B0478002,2202,,194350.0,419270.0
B46B0494002,2202,,194600.0,419180.0
B46B0710001,2310,,194977.0,419227.0
B46B0710002,2310,,194977.0,419227.0
B46B0709002,2020,,194809.0,418919.0
B28H0515001,2073,,250626.2,478714.71
B28F0344001,1797,,251562.15,491151.81
B17D1381001,78,,238096.0,526802.0
B30E0333001,2515,,87422.5,466030.2
B17G0153001,2715,,245020.0,531770.0
B17G1468001,388,,244143.0,535704.0
N2temporary001,490,,177252.0,487012.0
B30D0275001,2493,,72692.1,450857.9
B30E0120001,2560,,88381.0,470952.0
B22B0795001,118,,238807.0,517777.0
B52D216901.0,1765,,192565.0,384544.0
DM-05-ZW001,52,,179163.6,557174.0
NPD-PB9001,2781,,221412.0,533559.0
B41E0905001,432,,241931.0,443887.0
B40E1531001,445,,200529.0,442719.0
B41E0904001,244,,242330.0,443994.0
B41E0907001,184,,242056.0,443717.0
Lochem Dochterenseweg 21 (B5)_1126_FT1_WATHTE_m_NAP_GW_DagGem001,1884,,221911.0,464356.0
B41E0906001,312,,241574.0,443621.0
OV110.001001,1232,,222815.0,539699.0
SM104.102001,25,,229589.0,550288.0
21BC911A001,810,,199628.0,513350.0
Primair_WRW_12001,175,,213029.0,532321.0
B40A0651001,2414,,182120.16,441081.07
B44B0142002,836,0.75,113232.0,424863.0
B44B0142001,836,0.92,113232.0,424863.0
B42D0805001,742,0.1,34501.0,400413.0
B42D0804001,742,0.09,34501.0,400414.0
B42D0544001,1435,-0.03,34916.0,401085.0
B42D0543001,802,-0.31,34546.0,401100.0
B42D0503001,2697,-6.28,38510.0,411760.0
B42D0809001,742,-0.46,34442.0,400501.0
B42C0177001,2138,0.9,29951.0,401221.0
B42C0175001,2608,1.3,29771.0,401411.0
B42D0043001,2338,-0.96,37566.0,411880.0
B42D0044001,2855,-3.45,39585.0,411940.0
B42D0040001,2519,-0.42,38290.0,410800.0
B42D0039001,2979,-3.36,39300.0,411800.0
B42F0151001,216,0.58,52660.0,423760.0
B42F0147001,38,-0.27,52240.0,424320.0
B42F0146001,37,-0.38,51790.0,424550.0
B42H0221001,1644,-0.06,57160.0,404060.0
B42H0221002,1644,0.21,57160.0,404060.0
B42H0195001,1003,,51960.0,408370.0
B42F0140003,2362,0.02,52691.0,424763.0
B42E0336001,538,-0.26,41020.0,414970.0
B42E0333002,45,-0.56,41850.0,416260.0
B42E0333001,45,-0.51,41850.0,416260.0
B42E0332001,351,-1.16,42250.0,415630.0
B42E0341001,351,-1.16,42260.0,415644.0
B42E0343001,351,-1.08,42282.0,415659.0
B42E0753001,768,0.07,44906.0,415260.0
B42F0140001,2362,-1.0,52691.0,424763.0
B44F1931001,1114,0.08,137937.0,423240.0
B44F0345002,1076,0.04,139655.0,422666.0
B44F0343001,2124,0.61,130464.0,417322.0
B44F0322001,1357,0.57,130309.0,415030.0
B44F2111001,1235,0.63,137869.0,423730.0
B44G0743001,1394,0.63,121133.0,408131.0
B44C0322001,1222,-0.01,103242.0,402657.0
B44C0322002,1222,0.43,103242.0,402657.0
B44E0211001,1310,0.71,123810.0,417730.0
B44D1168002,66,0.25,115840.0,404450.0
B40E1496001,1090,0.68,202085.0,443237.0
B40E1500001,910,-0.2,205690.0,445036.0
B40E1542001,1031,,202868.0,440692.0
B40B1761001,448,,197292.0,441697.0
B40B1755001,565,,199752.0,439894.0
B40B1756001,1933,,199132.0,437691.0
B40B1757001,1933,,199132.0,437691.0
B40C3172001,2704,,186989.0,430233.0
B41E0454001,305,,242631.0,444433.0
B41E0457001,305,,242995.0,444745.0
B41E0456001,306,,242724.0,444948.0
B41E0453001,491,,242091.0,444481.0
B42B0004001,2920,-1.95,39280.0,413809.0
B41E0917001,305,,242761.0,445069.0
B41E0841001,488,,242708.0,445196.0
B41E0487002,432,,241900.0,444036.0
B41E0487001,432,,241900.0,444036.0
B41E0918001,305,,242935.0,444719.0
B41E0919001,244,,243064.0,444454.0
B41E0920001,244,,243139.0,444305.0
B41E0921001,304,,242762.0,444332.0
B40G1081001,1564,0.21,204007.0,436207.0
B40G1167001,1085,-0.15,203340.0,434255.0
B46B1024001,2506,,194311.0,418874.0
B46B1030002,2020,,195025.0,418949.0
B46B1030001,2020,,195025.0,418949.0
B46B1029001,2383,,194910.0,418702.0
B46B1028001,2323,,195359.0,419219.0
B46B1021001,2506,,194310.0,418874.0
B46B1018001,2204,,194264.0,418947.0
B46B1015001,2384,,194101.0,419040.0
B46B1035001,2445,,194510.0,419838.0
B46B1037001,2081,,194965.0,419871.0
B46B1035002,2445,,194510.0,419838.0
B46B0997001,2265,,194404.0,419684.0
B46B0997002,2265,-3.43,194404.0,419684.0
B46B0998001,2323,-2.05,195365.0,419133.0
B46B0998002,2323,-2.05,195365.0,419133.0
B46B1002001,2265,,194347.0,419597.0
B46B1003001,2265,,194311.0,419557.0
B45A2516001,2544,-0.52,141471.0,424244.0
B45A2211001,987,0.07,159680.0,429256.0
B45A2510001,2484,0.1,143426.0,423515.0
B45A2507001,2546,-0.09,143996.0,424071.0
B45C1325001,2012,-2.63,145586.0,403677.0
B45E0394001,1080,0.03,164608.0,422730.0
B45C1100001,12,0.78,146010.0,405950.0
B45C1024001,946,,147302.0,401110.0
B45C1089001,865,,148952.0,409681.0
B45C1083001,565,,149485.0,409530.0
B45C1077001,639,0.14,146394.0,401040.0
B34E1527001,399,-0.01,240648.0,462795.0
B34E1526001,1559,,240112.0,464794.0
B34E0300001,191,0.3,243340.0,463590.0
B34E0304001,436,0.33,245400.0,463310.0
B34B0460001,315,-0.1,239708.0,464381.0
B34B0452001,436,0.15,239974.0,464343.0
B37C1723002,2733,-0.98,64141.0,430801.0
B37C1724001,2731,-1.29,62464.0,434533.0
B37C1723001,2733,-0.99,64141.0,430801.0
B37C1722002,2982,-0.66,63817.0,430875.0
B37C1722001,2982,-0.68,63817.0,430875.0
B37C1721001,2793,-1.13,64742.0,436777.0
B37C1742001,2788,-0.62,64418.0,430143.0
B37C1741001,2548,-1.43,64527.0,429703.0
B37C0824001,2793,-1.07,64525.0,436756.0
B37C0493001,2665,-0.77,64899.0,437226.0
B37C0642001,2605,-0.95,64600.0,437181.0
B37C0619001,2613,-1.96,64512.0,436594.0
B37C0617001,2275,-2.39,64213.0,436384.0
B37C0616001,2559,-2.95,63990.0,436102.0
B37C0648001,2092,,63591.0,436348.0
B37C0650001,2515,-2.15,63764.0,436757.0
B37C0665001,2274,-2.45,64073.0,435845.0
B37C0722001,2792,-0.02,64137.0,431136.0
B37C0749001,1133,-0.86,64049.0,436711.0
B37C0763001,2665,-0.63,64760.0,437195.0
B37C0767001,2725,-0.82,64558.0,437299.0
B37C0772001,2613,-1.88,64496.0,436626.0
B37C0781001,2213,-1.99,64763.0,429397.0
B37C0790001,2605,-0.98,64627.0,437125.0
B37C0799001,41,-1.45,64006.0,437094.0
B37D1755001,766,0.03,72182.0,428804.0
B36H0020001,2428,-1.27,55189.0,427177.0
B34G0349001,3,,245160.0,455960.0
B36H0151001,2429,-1.03,52315.0,425020.0
B36H0450001,2490,-0.68,54671.0,426375.0
B37A0084001,880,1.45,69226.0,438387.0
B36H0455001,1419,-0.19,50581.0,425109.0
B36H0279001,2428,-1.39,53900.0,425680.0
B36H0278001,2032,-1.35,53770.0,425770.0
B36H0277001,2491,-1.25,53580.0,425810.0
B36H0206003,2739,-0.11,57260.0,428295.0
B36H0206002,2739,-0.25,57260.0,428295.0
B36H0206001,2739,-3.22,57260.0,428295.0
B36H0204001,2616,-1.19,57955.0,428281.0
B36H0268001,2616,-2.17,57684.0,428278.0
B36H0206004,2739,,57260.0,428295.0
B36H0209001,2622,-1.76,49680.0,425430.0
B36H0234001,2365,-0.15,52880.0,425480.0
B36H0247001,2620,-3.72,57242.0,428406.0
B36H0257001,2429,-1.26,55221.0,426911.0
B36H0262001,861,-0.4,51520.0,425270.0
B36H0263001,2366,-0.69,52300.0,425780.0
B33G1133001,313,0.25,204229.0,454290.0
B33G1132001,251,0.03,203926.0,454457.0
B33B1946001,1821,-0.55,198510.0,465282.0
B33B1500001,493,,197602.0,464351.0
B39D2751001,1121,0.21,152200.0,427845.0
B39D2754001,1834,,151300.0,426456.0
B39D2752001,2017,-1.52,150788.0,426035.0
B39D2751002,1121,0.34,152200.0,427845.0
B39D2750002,1653,0.04,151276.0,427052.0
