date,symbol,value
2000-Mar-11,mojo,4.406699999999999
2000-Mar-12,koka,35.066874999999996
2000-Mar-12,awash station,38.474571428571416
2000-Mar-12,hombole,4.7460571428571425
2000-Mar-12,keleta,2.164742857142857
2000-Mar-12,metahara,25.735749999999996
2000-Mar-12,nura hera,38.9045
2000-Mar-12,wonji,33.865899999999996
2000-Mar-12,mojo,4.41245
2000-Mar-13,koka,34.391949999999994
2000-Mar-13,awash station,38.14277142857142
2000-Mar-13,hombole,5.6854571428571425
2000-Mar-13,keleta,2.6366285714285715
2000-Mar-13,metahara,23.39957142857143
2000-Mar-13,nura hera,41.236000000000004
2000-Mar-13,wonji,33.707125
2000-Mar-13,mojo,4.266399999999999
2000-Mar-14,koka,35.358850000000004
2000-Mar-14,awash station,39.428571428571416
2000-Mar-14,hombole,4.785142857142857
2000-Mar-14,keleta,1.8484285714285715
2000-Mar-14,metahara,23.765999999999995
2000-Mar-14,nura hera,35.592000000000006
2000-Mar-14,wonji,32.979425
2000-Mar-14,mojo,4.198774999999999
2000-Mar-15,koka,34.6786
2000-Mar-15,awash station,39.83651428571428
2000-Mar-15,hombole,4.7232571428571415
2000-Mar-15,keleta,2.1148000000000002
2000-Mar-15,metahara,21.99267857142857
2000-Mar-15,nura hera,41.570499999999996
2000-Mar-15,wonji,33.376128205128204
2000-Mar-15,mojo,4.2468749999999975
2000-Mar-16,koka,35.558749999999996
2000-Mar-16,awash station,44.44205882352941
2000-Mar-16,hombole,4.889685714285714
2000-Mar-16,keleta,1.8212000000000004
2000-Mar-16,metahara,22.749285714285712
2000-Mar-16,nura hera,36.13250000000001
2000-Mar-16,wonji,33.44856410256411
2000-Mar-16,mojo,4.294174999999998
2000-Mar-17,koka,34.71865000000001
2000-Mar-17,awash station,48.514029411764696
2000-Mar-17,hombole,4.873485714285715
2000-Mar-17,keleta,1.6613529411764703
2000-Mar-17,metahara,22.007178571428575
2000-Mar-17,nura hera,33.6965
2000-Mar-17,wonji,33.636692307692314
2000-Mar-17,mojo,4.3839
2000-Mar-18,koka,36.155800000000006
2000-Mar-18,awash station,42.14911764705882
2000-Mar-18,hombole,5.1106
2000-Mar-18,keleta,2.0923235294117646
2000-Mar-18,metahara,21.495928571428575
2000-Mar-18,nura hera,34.422
2000-Mar-18,wonji,35.235948717948716
2000-Mar-18,mojo,4.427874999999999
2000-Mar-19,koka,35.799849999999985
2000-Mar-19,awash station,37.848911764705875
2000-Mar-19,hombole,6.004142857142858
2000-Mar-19,keleta,1.6079117647058825
2000-Mar-19,metahara,23.847392857142857
2000-Mar-19,nura hera,33.923500000000004
2000-Mar-19,wonji,34.209725
2000-Mar-19,mojo,4.578649999999999
2000-Mar-20,koka,37.06230000000001
2000-Mar-20,awash station,39.434029411764705
2000-Mar-20,hombole,5.621714285714286
2000-Mar-20,keleta,2.1510882352941176
2000-Mar-20,metahara,23.693
